uid,platform,source,rating,text,discovery_relevant,primary_theme,new_category_barrier,purchase_trigger,consideration_level,categories_mentioned,jtbd,external_platform,segment_signal,sentiment
appstore_14204235390_2312,bigbasket,appstore,1.0,"This BB is a big scam and I am the victim. They don’t deliver sealed items to you and when you complain on their app and customer service, they will all reply in same tone and will put the customer at fault. I have purchased through so many apps Blinkit Zepto Amazon etc but this Big basket is the worst app and more worst is their customer support. They just want to do away with their dead stock and don’t care about customer.",False,returns_support,none,unknown,unknown,[],none,blinkit,unknown,negative
appstore_14202361429_2315,bigbasket,appstore,1.0,Recommend to go for Blinkit or Zepto for instant delivery,False,delivery_ops,none,unknown,unknown,[],none,blinkit,unknown,negative
appstore_14197498054_2328,bigbasket,appstore,1.0,Worst quality items delivered  multiple times,False,trust_quality,none,unknown,unknown,[],none,none,unknown,negative
appstore_14196107012_2332,bigbasket,appstore,1.0,"I received expired dog food from BigBasket, which is completely unacceptable. Pet owners trust that the products delivered are safe for their animals. What if I had not checked the expiry date and had already fed it to my dog? If my dog became sick because of consuming expired food, who would be responsible for the consequences?
What makes the situation even more frustrating is that after delivering an expired product, BigBasket assigned a separate pickup time slot for collecting it. Customers have jobs, office commitments, and personal responsibilities. Why should we have to stay home and adjust our schedules because of a mistake made by the company?
Selling expired pet food is a serious issue, not just an inconvenience. It raises concerns about quality control and customer safety. BigBasket needs to ensure stricter checks before dispatching products and provide a more convenient resolution process when such errors occur.
Very disappointed with the service and the lack of accountability shown in handling this issue.",False,trust_quality,none,replenishment,unknown,['pet_care'],none,none,unknown,negative
appstore_14192381637_2341,bigbasket,appstore,4.0,"Very good service and quality , exceptional",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14191951740_2342,bigbasket,appstore,5.0,Very efficient service with variety of quality products.,False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14188643620_2345,bigbasket,appstore,1.0,Poor quality ( perishable) items,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14188109741_2347,bigbasket,appstore,5.0,"I always get very clean and well maintain hygiene products from bigbasket & delivery charges are also less, thank you so much bigbasket 🙏🏻",False,trust_quality,none,replenishment,low,['personal_care'],"when I need hygiene products, I want clean and well-maintained options, so I can trust product quality",none,autopilot_narrow,positive
appstore_14184648171_2351,bigbasket,appstore,5.0,Easy to purchase Groceries and Daily need products from bigbasket,False,other,none,replenishment,low,"['grocery_staples', 'household_essentials']",none,none,autopilot_narrow,positive
appstore_14182597621_2355,bigbasket,appstore,1.0,Expiry products delivered,False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
appstore_14182080392_2356,bigbasket,appstore,3.0,Daily milk supply good but sometimes it will be delayed and without delivery simply message comes as delivered..,False,delivery_ops,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
appstore_14181500714_2359,bigbasket,appstore,5.0,"TATA trust with seamless service , on time delivery genuine products !",False,other,none,unknown,unknown,[],none,none,unknown,positive
appstore_14180022978_2365,bigbasket,appstore,5.0,"I m highly satisfied with quality of products ,fast service and behaviour of delivery persons. I would like to request you to please include more variety of organic products like vegetables, fruits and groceries.
Thanks",False,assortment_gap,none,unknown,unknown,['grocery_staples'],none,none,unknown,positive
appstore_14178278976_2367,bigbasket,appstore,5.0,Nice online delivery within minutes price also ok I like product quality but idli batter manufacturers packaging  am not accepting because 2 to 3 days ok but 9 days batter preservation it’s too much,False,trust_quality,none,replenishment,medium,['grocery_staples'],none,none,unknown,negative
appstore_14177289151_2370,bigbasket,appstore,1.0,"The product said that it is returnable but they didn’t return it 
And also we were not getting help or assistance",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14176333158_2371,bigbasket,appstore,1.0,"BB Daily was really good till the time of the merger with big basket and integration of the app. Since last 2 weeks there has been numerous instances of milk not delivered citing operational reasons. This never happened when it was only BB daily. 
Hope the company sorts this before they loose more customers. Coz customers like me have already stopped taking daily milk supplies from them.",False,delivery_ops,none,replenishment,low,['grocery_staples'],none,none,autopilot_narrow,negative
appstore_14175793301_2375,bigbasket,appstore,2.0,It has been frequent issue that the order confirmed for morning delivery of daily essentials regretted for nonavailability after midnight then one need to rush to market while getting late for office. Can‘t trust it for delivery of the order placed.,False,delivery_ops,none,replenishment,low,['grocery_staples'],"when morning delivery slot is confirmed for daily essentials, I want reliable fulfillment, so I can avoid rushing to the market and being late for office",offline,autopilot_narrow,negative
appstore_14175052574_2376,bigbasket,appstore,1.0,Redeem now gift card link just work. It just takes you to a something went wrong screen.,False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14174739315_2377,bigbasket,appstore,1.0,"Two days before I ordered bigbasket missing items no response, customer care very poor quality",False,returns_support,none,unknown,unknown,[],none,none,unknown,negative
appstore_14172761585_2381,bigbasket,appstore,1.0,"Worst ever experience from Tata enterprise, they merge bb daily app  with big basket without proper planning and I have to suffer. Bbdaily application is not working at all.",False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14172510151_2382,bigbasket,appstore,1.0,Unneccessary delivery delays for which they cite shortage  what is ordered today is delivered next day. Won’t recommend this incompetent app,False,delivery_ops,none,unknown,unknown,[],none,none,unknown,negative
appstore_14167224243_2390,bigbasket,appstore,1.0,"BB Daily application is merged with Bigbasket is worst thing, not able to find many user friendly functions. I’ll use till my wallet balance will get Zero Balance after that I’ll uninstall BigBasket Application.",False,app_ux,none,unknown,unknown,[],none,none,unknown,negative
appstore_14165967805_2394,bigbasket,appstore,1.0,"They regularly cancel products when i order using offer code. This happens many times. Why they takes orders I don’t know, Swiggy instamart and blinkit is far better than this.",False,delivery_ops,none,promotion,unknown,['other'],none,blinkit,unknown,negative
appstore_14162727930_2396,bigbasket,appstore,1.0,"Pathetic service,no persons to deliver ,30 minutes became 65 minutes but still nonpersons assigned and they cancelled for no reason 
The products were very urgent but no commitment of delivery.",False,delivery_ops,none,urgent_need,unknown,[],none,none,unknown,negative
appstore_14160811788_2399,bigbasket,appstore,5.0,Excellent quality product and supersonic speed delivery and the service attitude of the delivery personnel is commendable. Keep up the good work.,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_YgRe-ifnbSM_0,blinkit,youtube,,If I make a blinkit haul then done i order everyday twice,False,habit_convenience,none,unknown,unknown,['grocery_staples'],"when I do a bulk haul purchase, I want to order everyday twice, so I can keep stock replenished",none,autopilot_narrow,neutral
youtube_krp9Ivtj3Dk_17,blinkit,youtube,,Blinkit pr 12 din se expired soya stick aye,False,trust_quality,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
youtube_N6lRJdaVA0w_32,blinkit,youtube,,Literally from past 3 years I am watching your video whenever I watch I literally feel relief because it's full of enjoying knowledge and fun 😊 keep it up Shivesh love uh buddy 🥰🫂❤️🧿,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_N6lRJdaVA0w_38,blinkit,youtube,,I love watching your videos ! Im not a foodie at all infact i am a very picky eater so food content is not really my thing but your videos are just so entertaining i have to watch them. I have tried some of your desert recipes and i absolutely love them❤❤ you make such good and entertaining content. The video where u tried hostel food / hacks was one of my favs as i too am in hostel😂 amazing video❤❤,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_N6lRJdaVA0w_40,blinkit,youtube,,"Not gonna lie, this felt like the ultimate snack-hunting adventure!!😂❤ The variety was insane...from popping boba and focaccia crisps to matcha latte and kunafa croissant. I loved how every snack got a fair chance, whether it turned out to be a hidden gem or a complete disappointment!!😭🔥
Also, the reactions are what make these tasting videos so entertaining...the expressions say it all even before the rating is announced!!😅 Looking forward to Part 2 because Blinkit definitely has more viral snacks waiting to be reviewed!!😙🫂",False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,positive
youtube_N6lRJdaVA0w_58,blinkit,youtube,,Plz review uncle john's oce creams. Unique flavours and i love the lemon pie. Do try it,False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,positive
youtube_BPUqb0pItRk_102,blinkit,youtube,,Diksha is back with her OG fashion style🔥 the curls are so pretyyy from one curly girl to another❤❤😂,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_BPUqb0pItRk_121,blinkit,youtube,,Sanjay saying i m not a fan of oreo?? Ironic 😭in the life hacks challenges he is the one who always use oreo to make something,False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,neutral
youtube_BPUqb0pItRk_130,blinkit,youtube,,Hi guys a serious suggestion my daughter loves to see your videos and you guys really deserve more ..why don't you guys make shorts or reels more it will be engaging and in today's time shorts captures more subscribers,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_dfTRBOULoUA_141,blinkit,youtube,,I was waiting for churros review but it never happened🥲,False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,neutral
youtube_dfTRBOULoUA_146,blinkit,youtube,,"I genuinely had so much fun watching this! Every time I thought the next product couldn't get any weirder, Blinkit somehow proved me wrong. The reactions, random discussions, and the constant change between this is actually good and what even is this? had me hooked throughout!!🥹🤍
You and Ashi have such a fun dynamic that even the most disappointing products ended up being entertaining because of your reactions!😂 I honestly wasn't expecting some of the products to be that disappointing, while a few turned out to be surprisingly good. This was such a refreshing watch...can't wait to see what you both try next!!🤎🫰🏻",False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_dfTRBOULoUA_148,blinkit,youtube,,One of the most entertaining review videos I stumbled upon,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_dfTRBOULoUA_149,blinkit,youtube,,"guys, you need to try brb potato popped chips - the red packet 
and nuts from Trader's Choice - been using these for all my baking needs and the quality is spot-on",False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,positive
youtube_dfTRBOULoUA_157,blinkit,youtube,,U should try original jackfruit chips from Goa u would love it,False,other,none,recommendation,unknown,['snacks_beverages'],none,none,unknown,positive
youtube_dfTRBOULoUA_171,blinkit,youtube,,"Jackfruit chips has always been there! Well, maybe not in delhi up north so nothing new
Maybe it was ripe but it is a fruit so it ll have a sweet taste unless fried raw
U should try authentic jackfruit chips",False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,neutral
youtube_dfTRBOULoUA_172,blinkit,youtube,,Surprising that she agreed n came back for these gut experiments! 😂,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_FfMjojkoKic_186,blinkit,youtube,,Never order pricey skincare products from them,False,price_value,none,unknown,unknown,['beauty_skincare'],none,none,unknown,negative
youtube_FfMjojkoKic_189,blinkit,youtube,,"I have experienced that they are selling expired items by changing dates 
When i see package condition which are so terrible and manufacturing date that says in recent month 
This doesn’t make sense",False,trust_quality,none,unknown,unknown,['grocery_staples'],none,none,unknown,negative
youtube_FfMjojkoKic_190,blinkit,youtube,,Pata h yaar... Aj imordered a few items... jab order kiya tabb sab available dikha raha tha fir wo dekivery wala aya... toh mene ek item diya tha wo wo nahi layathami asked him toh jo products aye h unka hi billing kardo sirf toh usne mujhe bola ki possible nahi hai usko utne  hi paise submit karne padege... i was like wtf magar kyuuu... areh bhai available dikhaya hi kyuu jab dena hi nahi ..plus no refund.. usne bola jab stock me ayega tab me apko laake dunga.. actually kal mothers day h toh i ordered a rose.. wo wala rose blinkit walee khud hi suggestion me dikha rahe te mothers day bolker.. fir laaye hi nahi,False,delivery_ops,none,occasion,low,['other'],none,none,unknown,negative
youtube_FfMjojkoKic_201,blinkit,youtube,,Newer trust online shopping 🛍,False,trust_quality,none,unknown,unknown,[],none,offline,unknown,negative
youtube_FfMjojkoKic_204,blinkit,youtube,,My hubby ordered collosal kajal pencil but they send another brand kajal pencil taped on a collosal packaged paper...😅😅😅 now it is of no use bcz that kajal is not suitable for my eye,False,trust_quality,none,replenishment,medium,['beauty_skincare'],none,none,unknown,negative
youtube_FfMjojkoKic_205,blinkit,youtube,,"I too had a similar problem. Yesterday I had ordered shampoo + conditioner, it was expired. Then I returned it and ordered the same again. The next day the same expired product was returned to me.",False,trust_quality,none,replenishment,low,['personal_care'],none,none,unknown,negative
youtube_FfMjojkoKic_208,blinkit,youtube,,Mene derma ki sunscreen order ki thi blinkit se Lekin jo meri phly wali sunscreen thi wo mene derma ki website se mangayi thi dono bilkul alag h texture me isliye mene youtube pr search Kiya to apko video mili same logo ko isse kuch nhi mngana cahiye fraud kr rhe h,True,trust_quality,trust_quality,browsing_discovery,high,['beauty_skincare'],"when I need sunscreen, I want authentic derma products, so I can trust the quality and texture",other,unknown,negative
youtube_FfMjojkoKic_213,blinkit,youtube,,local shop aa saman lo sab online sa jada best rheata ha of line samn lo sabsa best haa,False,price_value,none,unknown,unknown,['grocery_staples'],none,offline,unknown,negative
youtube_FfMjojkoKic_215,blinkit,youtube,,Mujhe blinkit pr forever 52 ka fake foundation receive hua 😭,False,trust_quality,none,unknown,unknown,['beauty_skincare'],none,none,unknown,negative
youtube_FfMjojkoKic_218,blinkit,youtube,,I was thinking of buying CeraVe product from blinkit since i was excited to get it quickly from blinkit but are u saying they can sell fake beauty products? Should I buy CeraVe cream from blinkit or not? Please reply fast today.,True,trust_quality,trust_quality,browsing_discovery,high,['beauty_skincare'],"when I need a beauty product quickly, I want assurance of authenticity, so I can confidently purchase from quick-commerce.",nykaa,unknown,negative
youtube_FfMjojkoKic_219,blinkit,youtube,,"Yesterday I ordered things worth Rs. 3000 in which there was a bouquet of dried flowers worth Rs. 379 (today being the rose day they are selling the same bouquet for Rs.350). And when I opened the sealed box of bouquet, I was shocked to see it empty. I raised the complaint against it but they said they have sent it and they have a video proof of it. I said they have sent an empty sealed box, but they replied that they have seen packaging video. I said show me the video too but then they said the video is only to be watched by blinkit employees not the customers and they refused to refund or send me a new bouquet. My biggest mistake was that I opened the box without making any unboxing video. It was absolutely weightless and I thought being dried flowers perhaps the bouquet is weightless. I had ordered the same one a couple of days back too (for one of my friends birthday) and that was also weightless but it was having the bouquet.",False,returns_support,none,occasion,low,['home_kitchen'],none,none,unknown,negative
youtube_0Z6r8KjqB2s_222,blinkit,youtube,,Products k expiry date kaise check kare?,False,other,none,unknown,unknown,['grocery_staples'],none,none,unknown,neutral
youtube_o9SE6oGdZfo_225,blinkit,youtube,,i hv ordered nuts..the box for seal opened also the nusts smell like rotten. they collected from me..n no refund or replacement,False,returns_support,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
youtube_g8twky__5S0_262,blinkit,youtube,,details video,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_g8twky__5S0_265,blinkit,youtube,,"Flipkart grocery pe kurkure, biskut, maggi bechne pe kitna charge lagta he",False,price_value,none,unknown,unknown,['snacks_beverages'],none,flipkart,unknown,neutral
youtube_g8twky__5S0_275,blinkit,youtube,,How much for clothes,False,other,none,unknown,unknown,['fashion_apparel'],none,none,unknown,neutral
youtube_4PXyUy4nwuA_286,blinkit,youtube,,"I met a delivery guy on Swiggy. 
It showed it was his birthday. I wished him. Tip him from Swiggy n We had tea n samosa together. He was nice guy... Now whenever he passes by he gives big smile n It's feels great",False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_4PXyUy4nwuA_288,blinkit,youtube,,I think 🤔 the delivery boy set his birthday date at randomly,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_289,blinkit,youtube,,Bhai ye delivery boy ki galti he usne galat birthday date dala he app pe😂,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_290,blinkit,youtube,,"This happened with me too and after I wished him a happy birthday , he said ""huh kiska birthday?""",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_294,blinkit,youtube,,"He is telling a true because when I ordered ice cream, it was like powder and it was expired. My sister complained about it and we were so angry that didn’t give us another ice cream.😢",False,trust_quality,none,unknown,unknown,['snacks_beverages'],none,none,unknown,negative
youtube_4PXyUy4nwuA_302,blinkit,youtube,,Maybe the delivery boy has entered birthday  randomly and think it was for formality but it was for blinkit feature,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_304,blinkit,youtube,,Birthday blinkit ka tha 💀☠️,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_311,blinkit,youtube,,"Education is important 😂
Bhai vo tip amount ke neeche uska birthday dikha raha tha or tip ka 100% rider ko hi jata he founder ko nhi.",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_312,blinkit,youtube,,"Delivery boy might have put the wrong dates while registering on the platform 😂😂 and its platform showing his birthday by default.  
But your argument is right.",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_316,blinkit,youtube,,today is my birthday but 0 likes 😥,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_318,blinkit,youtube,,"Delivery partner ka birthday na hi ki delivery boy ka
Delivery partner or delivery boy alag alag hai 😂😂😂😂",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_323,blinkit,youtube,,Same thing happened with me in zomato I asked the guy whether it's his birthday or not ? He told me it might be your birthday 😭 but he told me it's his birth month so probably because of this reason they use it as a trick.,False,other,none,unknown,unknown,[],none,other,unknown,negative
youtube_4PXyUy4nwuA_327,blinkit,youtube,,Bhai ye bhi ho Sakta hai ki delivery boy ka birthday day me subah kisi se jagda hua hoga,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_335,blinkit,youtube,,Nhi wo document pe dusra hoyega or ushka Real birthday alg that's why ye confusion huaa,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_4PXyUy4nwuA_345,blinkit,youtube,,Same at those time my uncle used to have a kirana shop he open that literally 5:30 sharp in summer and 6:30 in winter he literally never miss it on holiday also he used to go to shop no diwali chuti no Holi chuti just goated I used to visit his shop he literally give me everything free and say to me that don't tell your parents that I am not letting you give me that money just missing those days now his son became software engineer in Microsoft and he is retired now,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_r8iz0hL0f3w_347,blinkit,youtube,,Make videos how to find or analyze competitors keywords for ads in amazon..,False,other,none,unknown,unknown,[],none,amazon,unknown,neutral
youtube_r8iz0hL0f3w_358,blinkit,youtube,,"Rishi sir, full details me blinkit pe video bna do",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_V9MzdJPQ5Lc_371,zepto,youtube,,Oh my god.. the prices are also not bad as per the clothes,False,other,none,unknown,unknown,['fashion_apparel'],none,none,unknown,positive
youtube_V9MzdJPQ5Lc_381,zepto,youtube,,The 3rd dress..😍😍 zepto is on another level like wasn't knowing that they have clothes available too wowww🫡😍,True,discovery_awareness,awareness,browsing_discovery,low,['fashion_apparel'],none,none,unknown,positive
youtube_V9MzdJPQ5Lc_392,zepto,youtube,,I want to try this ❤,False,other,none,unknown,unknown,[],none,none,unknown,positive
youtube_V9MzdJPQ5Lc_393,zepto,youtube,,Want a big clothing haul of zepto pls❤,False,other,none,unknown,unknown,['fashion_apparel'],none,none,unknown,positive
youtube_V9MzdJPQ5Lc_396,zepto,youtube,,Di please share your workout routine and what you eat daily..please,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_V9MzdJPQ5Lc_411,zepto,youtube,,I ordered 1 dress from zepto to gift my friend and actually it was pretty good..she liked it alot..what else do we need 😁,False,other,none,occasion,low,['fashion_apparel'],none,none,unknown,positive
youtube_V9MzdJPQ5Lc_416,zepto,youtube,,Mere sath hamesha esa hi hota h mere husband har trip on the spot krte h or mere pas kapde lene ka time hi nhi hota😢,False,other,none,unknown,unknown,['fashion_apparel'],none,none,unknown,negative
youtube_V9MzdJPQ5Lc_418,zepto,youtube,,Clothes se zayada bag acha laga bcz i am crafter and osme mujhe bohot sare stickers nazar aye 😅,True,discovery_awareness,awareness,browsing_discovery,low,"['fashion_apparel', 'stationery_printouts']","when browsing Zepto for clothes, I want to discover craft supplies like stickers, so I can find materials for my creative projects.",none,explorer_broad,positive
youtube_V9MzdJPQ5Lc_419,zepto,youtube,,Seen this dress in  meesho,False,other,none,unknown,unknown,['fashion_apparel'],none,meesho,unknown,neutral
youtube_6r6L56L2zi8_456,zepto,youtube,,Didn't know that clothes existed in zepto😅😅,True,discovery_awareness,awareness,browsing_discovery,unknown,['fashion_apparel'],none,none,unknown,positive
youtube_6r6L56L2zi8_465,zepto,youtube,,It's a good idea I will also try ordering clothes from zepto 😅✨,True,discovery_awareness,awareness,browsing_discovery,low,['fashion_apparel'],"when I discover that Zepto sells clothes, I want to try ordering them, so I can expand my use of the platform.",none,unknown,positive
youtube_znCQooq95As_480,zepto,youtube,,Bhai challenge hai only mummy se suggestion Lekar Khao❤❤❤🎉,False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,positive
youtube_znCQooq95As_492,zepto,youtube,,Bhai jiomart or flipkart  minutes se lo kam prices mein milenge,False,price_value,none,unknown,unknown,[],none,flipkart,unknown,negative
youtube_znCQooq95As_509,zepto,youtube,,Abe same saman manga phir kar comparison,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_TAH39-8IkyU_520,zepto,youtube,,My new ID mein weekly incentive nahin mil raha hai iske liye kya karna padega 🙏,False,other,none,unknown,unknown,[],none,none,unknown,negative
youtube_TAH39-8IkyU_521,zepto,youtube,,Bhai mujhe yah Janna hai main abhi zepto delivery application Mein kam karta hun aur mera weekly payment a chuka hai lekin jab main check kar raha hun To Mere account mein nahin aaya hai aur jab Maine ticket tress kara to vah kah Rahe Hain Ki humne aapka amount aapke vendor ko credit kar diya gaya hai ab ham Kaise pata Karen ki hamara vendor kaun hai aap mujhe iske bare mein jarur comment mein bataen,False,other,none,unknown,unknown,[],none,none,unknown,negative
youtube_xg9hyBWbSL8_530,zepto,youtube,,Next comparison of techno ruhez vs gyan therapy 😅😅😂😅😂😅😂❤❤❤❤❤,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_xg9hyBWbSL8_532,zepto,youtube,,Next comparison Zomato vs Swiggy😂😂😂,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_xg9hyBWbSL8_537,zepto,youtube,,Next comparison Tata Curvv ev vs Mahindra BE6 😊,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_xg9hyBWbSL8_538,zepto,youtube,,Meesho vs flipkart vs amazon,False,other,none,unknown,unknown,[],none,other,unknown,neutral
youtube_xg9hyBWbSL8_548,zepto,youtube,,Agla comparison xiaomi pad 7 aur moto tab 60 pro,False,other,none,unknown,unknown,['electronics_accessories'],none,none,unknown,neutral
youtube_xg9hyBWbSL8_555,zepto,youtube,,Moto 60 fu vs moto 60 sty. Comparison,False,other,none,unknown,unknown,['electronics_accessories'],none,none,unknown,neutral
youtube_xg9hyBWbSL8_557,zepto,youtube,,bbhai blinkit pe portronics twsss only 349 ka hai amazon pe 600 ka,False,price_value,none,unknown,unknown,['electronics_accessories'],none,blinkit,unknown,neutral
youtube_xg9hyBWbSL8_558,zepto,youtube,,Messho vs myntra,False,other,none,unknown,unknown,['fashion_apparel'],none,myntra,unknown,neutral
youtube_xg9hyBWbSL8_559,zepto,youtube,,Flipkart vs Amazon 😅,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_xg9hyBWbSL8_562,zepto,youtube,,"Please suggest me 
Should I purchase Realme P3 or Oppo K13 ?",False,other,none,unknown,high,['electronics_accessories'],none,none,unknown,neutral
youtube_xg9hyBWbSL8_568,zepto,youtube,,Flipkart vs Amazon,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_xg9hyBWbSL8_570,zepto,youtube,,Flipkart minutes vs Blinkit,False,other,none,unknown,unknown,[],none,flipkart,unknown,neutral
youtube_xg9hyBWbSL8_576,zepto,youtube,,Snapdeal vs Flipkart same product,False,other,none,unknown,unknown,[],none,other,unknown,neutral
youtube_EQxrcpdgTk8_597,zepto,youtube,,50000 karnek liye 30 din kaaam karna hai aur ismey hi petrol nikalna hai 50 to 60 0rders 16 se 18 ghante tak aur khana pina bhi ise meh se nikal na hai last mein kitna bachega petrol daily    350 to 400 rs tak hoga daily 2 times hotel food  200 to 300rs  tak hoga aur itna kaam karne se hamara bike service charge aur kuch bukaarh some medical issues iske liye kya hota hai bhai ismey esi nhi aur pf nahi soch samaj ke join hona ye pura advertisement aur video Blog ke liye hora hai,False,other,none,unknown,unknown,[],none,none,unknown,negative
youtube_EQxrcpdgTk8_628,zepto,youtube,,20 order marne pe daily incentive kitna milta hai,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_EQxrcpdgTk8_636,zepto,youtube,,Maine jab ID banaya to bank ki details nahi li mujhse to mere paise account me kaise ayenge sirf Aadhaar aur Pan card liya,False,other,none,unknown,unknown,[],none,none,unknown,negative
youtube_T8phVkzzi2k_668,zepto,youtube,,Can you please try chocolate croissant from Third Wave Coffee and give its review???!! Pleaseeeeee,False,other,none,unknown,unknown,['snacks_beverages'],none,none,unknown,neutral
youtube_BAY_mihj7ks_701,bigbasket,youtube,,Bhai tumhara app main tumhen hot wheels ka Kar dekh Raha tha Big basket mein vah aap delivery charge bhi lete hain upar Se toys bhi nahin aapka itna variety rahti kahan ho,False,assortment_gap,none,search_intent,unknown,['electronics_accessories'],none,other,unknown,negative
youtube_BAY_mihj7ks_702,bigbasket,youtube,,Maine order Kiya tha milk and peanut butter dono expiry mile. I will never order again from big basket,False,trust_quality,none,replenishment,low,['grocery_staples'],none,none,unknown,negative
youtube_dyHJ8x3ch3I_716,bigbasket,youtube,,Amazon now 10min delivery with offer,False,other,none,unknown,unknown,[],none,amazon,unknown,negative
youtube_VAm2qX_dYPA_733,bigbasket,youtube,,I was waiting for this bigbasket delivery app review,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_VAm2qX_dYPA_737,bigbasket,youtube,,Amazon now ki video bnao,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_iCHGDyv44EA_768,general,youtube,,Bhai blinkit electronic store mai jyada paise milte hai lekin distance jyada milta hai,False,price_value,none,unknown,unknown,['electronics_accessories'],none,none,unknown,negative
youtube_Inxi11hVjGo_794,general,youtube,,"Bhaiya Aap 2 Grocery Delivery aap Earning Review Chod diye 
1. Amazon Now
2. Big Basket",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_Inxi11hVjGo_815,general,youtube,,"FOOD DELIVER ME BHI EK COMPARISON KARIYE.
Zomato vs Swiggy vs Shadowfax",False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_Inxi11hVjGo_821,general,youtube,,"1 Kya baat he etna kam  me flipkart me height 17000 week  huatha 
2 zepto me 13000  weekly 
3 Blinkit 8000
 Jadya time Dena chahiye",False,other,none,unknown,unknown,[],none,flipkart,unknown,negative
youtube_GuPT-BDzsHU_839,general,youtube,,why does nikhil always sound smarter and more insightful than the supposed experts. half the time the guests are bullshitting and getting away with it.,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_GuPT-BDzsHU_840,general,youtube,,Mostly quick commerce is successfull in tier 1 and mostly area where it has lots of apartments and villas and offices bcoz laziness has been one of thier weapon in apartments people dont want to go down and buy daily essentials due to day to day work stress or streesed out with traffic so quick come as a way it is my analysis as a delivery agent 😊,False,other,none,unknown,unknown,[],none,none,unknown,neutral
youtube_GuPT-BDzsHU_854,general,youtube,,"Flipkart who has maximum data of consumer behaviour and what they are buying is not able to bring brand of their own, building a brand is not about understanding the consumer.",False,other,none,unknown,unknown,[],none,none,unknown,negative
youtube_GuPT-BDzsHU_864,general,youtube,,"I am very comfortable in receiving 98% of items in 1-2 hours, only in emergency some existential items  is required within 15 to 20 minutes   that's why 10min delivery will never be successful just charge Rs 50-100 for fast delivery  ,and normal delivery",False,delivery_ops,none,unknown,unknown,['other'],none,none,unknown,neutral
